slug,url
five-lessons-our-grantees-shared-with-us-2019,https://www.barrfoundation.org/blog/five-lessons-our-grantees-shared-with-us-2019
five-mobility-bright-spots-to-build-on-in-2022,https://www.barrfoundation.org/blog/five-mobility-bright-spots-to-build-on-in-2022
for-second-time-boston-named-nation-s-most-energy-efficient-city,https://www.barrfoundation.org/blog/for-second-time-boston-named-nation-s-most-energy-efficient-city
four-lessons-and-four-pictures-of-climate-leadership-from-northern-europe,https://www.barrfoundation.org/blog/four-lessons-and-four-pictures-of-climate-leadership-from-northern-europe
four-lessons-from-five-years-barr-klarman,https://www.barrfoundation.org/blog/four-lessons-from-five-years-barr-klarman
frame-shift-then-power-shift,https://www.barrfoundation.org/blog/frame-shift-then-power-shift
from-boston-to-haiti-a-barr-fellows-learning-journey,https://www.barrfoundation.org/blog/from-boston-to-haiti-a-barr-fellows-learning-journey
from-commitment-to-action-barr-s-racial-equity-work,https://www.barrfoundation.org/blog/from-commitment-to-action-barr-s-racial-equity-work
from-family-philanthropy-to-a-legacy-foundation,https://www.barrfoundation.org/blog/from-family-philanthropy-to-a-legacy-foundation
from-local-to-global,https://www.barrfoundation.org/blog/from-local-to-global
from-planning-to-action-preparing-boston-for-a-changing-climate,https://www.barrfoundation.org/blog/from-planning-to-action-preparing-boston-for-a-changing-climate
from-the-president,https://www.barrfoundation.org/blog/from-the-president
from-the-president-december-2014,https://www.barrfoundation.org/blog/from-the-president-december-2014
from-the-president-fall-2014,https://www.barrfoundation.org/blog/from-the-president-fall-2014
from-the-president-february-2015,https://www.barrfoundation.org/blog/from-the-president-february-2015
from-the-president-january-2015,https://www.barrfoundation.org/blog/from-the-president-january-2015
from-the-president-july-2014,https://www.barrfoundation.org/blog/from-the-president-july-2014
from-the-president-may-2015,https://www.barrfoundation.org/blog/from-the-president-may-2015
from-urban-wasteland-to-great-neighborhood,https://www.barrfoundation.org/blog/from-urban-wasteland-to-great-neighborhood
fueling-up-for-a-new-conversation-about-transportation-financing-in-massach,https://www.barrfoundation.org/blog/fueling-up-for-a-new-conversation-about-transportation-financing-in-massach
gateway-to-college-to-double-reach-in-new-england,https://www.barrfoundation.org/blog/gateway-to-college-to-double-reach-in-new-england
generating-change,https://www.barrfoundation.org/blog/generating-change
getting-to-whole-child-time,https://www.barrfoundation.org/blog/getting-to-whole-child-time
giles-li-appointed-senior-program-officer-for-arts-creativity,https://www.barrfoundation.org/blog/giles-li-appointed-senior-program-officer-for-arts-creativity
giving-that-considers-all-costs,https://www.barrfoundation.org/blog/giving-that-considers-all-costs
glimmers-of-a-future-we-need,https://www.barrfoundation.org/blog/glimmers-of-a-future-we-need
grantee-feedback-2024,https://www.barrfoundation.org/blog/grantee-feedback-2024
green-guide-for-health-care,https://www.barrfoundation.org/blog/green-guide-for-health-care
green-power-at-lower-cost-green-municipal-aggregation-in-massachusetts,https://www.barrfoundation.org/blog/green-power-at-lower-cost-green-municipal-aggregation-in-massachusetts
growth-and-opportunity-education-team-updates,https://www.barrfoundation.org/blog/growth-and-opportunity-education-team-updates
health-care-s-role-in-anchoring-community-health-and-resilience,https://www.barrfoundation.org/blog/health-care-s-role-in-anchoring-community-health-and-resilience
helping-by-not-helping,https://www.barrfoundation.org/blog/helping-by-not-helping
helping-the-green-economy-work-for-all,https://www.barrfoundation.org/blog/helping-the-green-economy-work-for-all
high-hopes-for-state-s-new-charitable-deduction,https://www.barrfoundation.org/blog/high-hopes-for-state-s-new-charitable-deduction
high-school-racial-equity-requires-whole-school-change,https://www.barrfoundation.org/blog/high-school-racial-equity-requires-whole-school-change
how-all-great-leaders-communicate,https://www.barrfoundation.org/blog/how-all-great-leaders-communicate
how-artists-are-transforming-their-communities,https://www.barrfoundation.org/blog/how-artists-are-transforming-their-communities
how-arts-leaders-can-support-their-organizations-to-adapt,https://www.barrfoundation.org/blog/how-arts-leaders-can-support-their-organizations-to-adapt
how-can-massachusetts-diversify-its-nonprofit-leadership,https://www.barrfoundation.org/blog/how-can-massachusetts-diversify-its-nonprofit-leadership
how-grantmakers-and-governments-moved-quickly-to-transform-public-spaces,https://www.barrfoundation.org/blog/how-grantmakers-and-governments-moved-quickly-to-transform-public-spaces
how-nonprofits-can-ensure-a-full-2020-census-count,https://www.barrfoundation.org/blog/how-nonprofits-can-ensure-a-full-2020-census-count
how-ready-is-greater-boston-for-climate-change,https://www.barrfoundation.org/blog/how-ready-is-greater-boston-for-climate-change
how-school-leaders-prioritize-equity-achievement-and-wellness-even-in-challenging-times,https://www.barrfoundation.org/blog/how-school-leaders-prioritize-equity-achievement-and-wellness-even-in-challenging-times
how-to-keep-audience-next-from-clicking-unsubscribe,https://www.barrfoundation.org/blog/how-to-keep-audience-next-from-clicking-unsubscribe
how-we-re-reshaping-our-employee-reviews-to-be-more-equitable,https://www.barrfoundation.org/blog/how-we-re-reshaping-our-employee-reviews-to-be-more-equitable
huntington-theatre-takes-artistic-risk,https://www.barrfoundation.org/blog/huntington-theatre-takes-artistic-risk
hyde-square-task-force-shares-their-artistic-risk,https://www.barrfoundation.org/blog/hyde-square-task-force-shares-their-artistic-risk
ica-takes-an-artistic-risk,https://www.barrfoundation.org/blog/ica-takes-an-artistic-risk
immigrant-engagement-in-public-open-space,https://www.barrfoundation.org/blog/immigrant-engagement-in-public-open-space
important-role-for-local-regional-foundations-in-global-climate-change,https://www.barrfoundation.org/blog/important-role-for-local-regional-foundations-in-global-climate-change
in-a-funding-portfolio-diversity-drives-impact,https://www.barrfoundation.org/blog/in-a-funding-portfolio-diversity-drives-impact
in-changing-times-philanthropy-must-adapt,https://www.barrfoundation.org/blog/in-changing-times-philanthropy-must-adapt
in-conversation-district-attorney-rachael-rollins,https://www.barrfoundation.org/blog/in-conversation-district-attorney-rachael-rollins
in-conversation-ford-foundation-president-darren-walker,https://www.barrfoundation.org/blog/in-conversation-ford-foundation-president-darren-walker
in-conversation-seattle-waterfront-director-marshall-foster,https://www.barrfoundation.org/blog/in-conversation-seattle-waterfront-director-marshall-foster
innovation-is-everywhere,https://www.barrfoundation.org/blog/innovation-is-everywhere
inspiration-and-ideas-from-cities-leading-in-clean-energy,https://www.barrfoundation.org/blog/inspiration-and-ideas-from-cities-leading-in-clean-energy
inspiration-for-boston-waterfront,https://www.barrfoundation.org/blog/inspiration-for-boston-waterfront
interview-with-barr-senior-program-officer-for-education-john-travis,https://www.barrfoundation.org/blog/interview-with-barr-senior-program-officer-for-education-john-travis
introducing-2017-barr-fellows,https://www.barrfoundation.org/blog/introducing-2017-barr-fellows
introducing-arts-culture-and-transportation-a-creative-placemaking-field-scan,https://www.barrfoundation.org/blog/introducing-arts-culture-and-transportation-a-creative-placemaking-field-scan
introducing-artsamplified,https://www.barrfoundation.org/blog/introducing-artsamplified
introducing-cross-program-initiatives,https://www.barrfoundation.org/blog/introducing-cross-program-initiatives
introducing-green-dash-northeast,https://www.barrfoundation.org/blog/introducing-green-dash-northeast
introducing-the-new-barrfoundation-org,https://www.barrfoundation.org/blog/introducing-the-new-barrfoundation-org
investing-in-collaborative-workspaces-for-artists,https://www.barrfoundation.org/blog/investing-in-collaborative-workspaces-for-artists
investing-in-leadership-for-racial-equity,https://www.barrfoundation.org/blog/investing-in-leadership-for-racial-equity
investing-in-nonprofits-most-essential-assets-leaders,https://www.barrfoundation.org/blog/investing-in-nonprofits-most-essential-assets-leaders
investing-in-strong-nonprofit-sector,https://www.barrfoundation.org/blog/investing-in-strong-nonprofit-sector
investing-resources-and-offering-flexibility,https://www.barrfoundation.org/blog/investing-resources-and-offering-flexibility
invisible-elephant-in-climate-room-much-bigger-than-we-thought,https://www.barrfoundation.org/blog/invisible-elephant-in-climate-room-much-bigger-than-we-thought
it-s-time-to-prioritize-equity-in-massachusetts-energy-efficiency-programs,https://www.barrfoundation.org/blog/it-s-time-to-prioritize-equity-in-massachusetts-energy-efficiency-programs
jamilah-bradshaw-shares-perspective-as-a-new-program-officer,https://www.barrfoundation.org/blog/jamilah-bradshaw-shares-perspective-as-a-new-program-officer
jenny-curtin-named-education-program-director,https://www.barrfoundation.org/blog/jenny-curtin-named-education-program-director
jill-valdes-horwood-appointed-director-of-barr-waterfront-initiative,https://www.barrfoundation.org/blog/jill-valdes-horwood-appointed-director-of-barr-waterfront-initiative
join-the-conversation-boston-transportation-future-goboston2030,https://www.barrfoundation.org/blog/join-the-conversation-boston-transportation-future-goboston2030
kalila-barnett-joins-barr-climate-resilience-team,https://www.barrfoundation.org/blog/kalila-barnett-joins-barr-climate-resilience-team
kathryn-wright-shares-perspectives-from-her-first-year-at-barr,https://www.barrfoundation.org/blog/kathryn-wright-shares-perspectives-from-her-first-year-at-barr
keep-listening-to-teachers,https://www.barrfoundation.org/blog/keep-listening-to-teachers
king-tides-preview-rising-seas,https://www.barrfoundation.org/blog/king-tides-preview-rising-seas
lawrence-community-works,https://www.barrfoundation.org/blog/lawrence-community-works
leadership-development-programs-need-an-upgrade-five-ways-to-advance-racial-equity,https://www.barrfoundation.org/blog/leadership-development-programs-need-an-upgrade-five-ways-to-advance-racial-equity
leadership-in-the-storm,https://www.barrfoundation.org/blog/leadership-in-the-storm
learning-and-evaluation-for-greater-impact,https://www.barrfoundation.org/blog/learning-and-evaluation-for-greater-impact
learning-beyond-the-walls-of-traditional-high-schools,https://www.barrfoundation.org/blog/learning-beyond-the-walls-of-traditional-high-schools
learning-excursions-for-massachusetts-secondary-educators,https://www.barrfoundation.org/blog/learning-excursions-for-massachusetts-secondary-educators
learning-to-support-equitable-school-transformation,https://www.barrfoundation.org/blog/learning-to-support-equitable-school-transformation
learnings-from-a-regional-approach-to-philanthropy,https://www.barrfoundation.org/blog/learnings-from-a-regional-approach-to-philanthropy
lessons-from-a-new-effort-to-scale-energy-efficiency-in-boston,https://www.barrfoundation.org/blog/lessons-from-a-new-effort-to-scale-energy-efficiency-in-boston
lessons-from-high-schools-designed-to-connect-all-students-to-success,https://www.barrfoundation.org/blog/lessons-from-high-schools-designed-to-connect-all-students-to-success
lessons-from-the-pandemic-for-building-resilience,https://www.barrfoundation.org/blog/lessons-from-the-pandemic-for-building-resilience
linked-learning-a-successful-high-school-design-approach,https://www.barrfoundation.org/blog/linked-learning-a-successful-high-school-design-approach
lisa-jacobson-to-join-barr-foundation-climate-team,https://www.barrfoundation.org/blog/lisa-jacobson-to-join-barr-foundation-climate-team
lisette-le-named-director-of-racial-wealth-equity-initiative,https://www.barrfoundation.org/blog/lisette-le-named-director-of-racial-wealth-equity-initiative
little-amal-walks-across-massachusetts,https://www.barrfoundation.org/blog/little-amal-walks-across-massachusetts
looking-to-denmark-as-a-model-for-an-equitable-clean-energy-sector,https://www.barrfoundation.org/blog/looking-to-denmark-as-a-model-for-an-equitable-clean-energy-sector
luck-is-not-a-strategy-for-climate-change,https://www.barrfoundation.org/blog/luck-is-not-a-strategy-for-climate-change
ma-residents-deeply-value-the-arts-and-hope-for-change,https://www.barrfoundation.org/blog/ma-residents-deeply-value-the-arts-and-hope-for-change
major-tipping-points-in-earths-climate-system-and-consequences-for-the-insu,https://www.barrfoundation.org/blog/major-tipping-points-in-earths-climate-system-and-consequences-for-the-insu
makers-unleashed,https://www.barrfoundation.org/blog/makers-unleashed
making-our-streets-work-for-everyone,https://www.barrfoundation.org/blog/making-our-streets-work-for-everyone
making-room-for-artistic-risk-taking-and-innovation,https://www.barrfoundation.org/blog/making-room-for-artistic-risk-taking-and-innovation
mariella-puerto-named-barr-foundation-climate-program-director,https://www.barrfoundation.org/blog/mariella-puerto-named-barr-foundation-climate-program-director
marion-m-kane,https://www.barrfoundation.org/blog/marion-m-kane
mark-edwards-barr-foundation-trustee,https://www.barrfoundation.org/blog/mark-edwards-barr-foundation-trustee
martins-park-inspiring-joy-promoting-peace-on-boston-waterfront,https://www.barrfoundation.org/blog/martins-park-inspiring-joy-promoting-peace-on-boston-waterfront
massachusetts-battery-storage-energy-efficiency-incentives,https://www.barrfoundation.org/blog/massachusetts-battery-storage-energy-efficiency-incentives
massachusetts-energy-efficiency-plan-benefits,https://www.barrfoundation.org/blog/massachusetts-energy-efficiency-plan-benefits
massachusetts-named-most-energy-efficient-state-again,https://www.barrfoundation.org/blog/massachusetts-named-most-energy-efficient-state-again
massachusetts-unseats-california-as-national-leaders-on-energy-efficiency,https://www.barrfoundation.org/blog/massachusetts-unseats-california-as-national-leaders-on-energy-efficiency
massachusetts-voters-want-more-clean-energy-insights-from-our-2022-poll,https://www.barrfoundation.org/blog/massachusetts-voters-want-more-clean-energy-insights-from-our-2022-poll
massachusetts-wants-climate-action-and-leadership,https://www.barrfoundation.org/blog/massachusetts-wants-climate-action-and-leadership
mastery-assessment-week-surfacing-examples-and-facilitating-connections,https://www.barrfoundation.org/blog/mastery-assessment-week-surfacing-examples-and-facilitating-connections
mayors-focus-on-transportation,https://www.barrfoundation.org/blog/mayors-focus-on-transportation
meet-barr-s-new-arts-creativity-program-officer,https://www.barrfoundation.org/blog/meet-barr-s-new-arts-creativity-program-officer
meet-creative-community-fellows-new-england,https://www.barrfoundation.org/blog/meet-creative-community-fellows-new-england
meet-francisco-torres,https://www.barrfoundation.org/blog/meet-francisco-torres
meet-the-creatives-behind-boston-creates,https://www.barrfoundation.org/blog/meet-the-creatives-behind-boston-creates
meet-the-newest-member-of-barr-s-arts-team,https://www.barrfoundation.org/blog/meet-the-newest-member-of-barr-s-arts-team
meet-the-newest-member-of-barr-s-climate-team,https://www.barrfoundation.org/blog/meet-the-newest-member-of-barr-s-climate-team
meredith-hatfield-to-join-barr-foundation-climate-team,https://www.barrfoundation.org/blog/meredith-hatfield-to-join-barr-foundation-climate-team
money-talks-here-s-what-we-want-it-to-say,https://www.barrfoundation.org/blog/money-talks-here-s-what-we-want-it-to-say
more-racing-to-the-top-in-massachusetts,https://www.barrfoundation.org/blog/more-racing-to-the-top-in-massachusetts
more-severe-heat-waves-global-warmings-wake-up-call,https://www.barrfoundation.org/blog/more-severe-heat-waves-global-warmings-wake-up-call
more-than-words-on-a-website,https://www.barrfoundation.org/blog/more-than-words-on-a-website
moving-cooler-an-analysis-of-transportation-strategies,https://www.barrfoundation.org/blog/moving-cooler-an-analysis-of-transportation-strategies
moving-from-vision-to-practice-with-school-transformation,https://www.barrfoundation.org/blog/moving-from-vision-to-practice-with-school-transformation
national-and-local-supporters-rally-behind-boston-s-disconnected-youth,https://www.barrfoundation.org/blog/national-and-local-supporters-rally-behind-boston-s-disconnected-youth
national-spotlight-on-boston-childrens-chorus,https://www.barrfoundation.org/blog/national-spotlight-on-boston-childrens-chorus
navigating-through-a-pandemic,https://www.barrfoundation.org/blog/navigating-through-a-pandemic
networks-fun-and-healthy-competition-spur-boston-businesses-on-sustainabili,https://www.barrfoundation.org/blog/networks-fun-and-healthy-competition-spur-boston-businesses-on-sustainabili
new-alliance-forms-focused-on-boston-waterfront,https://www.barrfoundation.org/blog/new-alliance-forms-focused-on-boston-waterfront
new-and-refined-directions-for-early-education-at-barr,https://www.barrfoundation.org/blog/new-and-refined-directions-for-early-education-at-barr
new-barr-grants-to-promote-and-sustain-a-healthy-democracy,https://www.barrfoundation.org/blog/new-barr-grants-to-promote-and-sustain-a-healthy-democracy
new-directions-for-barr-arts-creativity-program,https://www.barrfoundation.org/blog/new-directions-for-barr-arts-creativity-program
new-england-chambers-of-commerce-leading-on-clean-energy,https://www.barrfoundation.org/blog/new-england-chambers-of-commerce-leading-on-clean-energy
new-england-creative-economy-jobs-employment-data,https://www.barrfoundation.org/blog/new-england-creative-economy-jobs-employment-data
new-england-students-and-parents-expect-more-from-high-school,https://www.barrfoundation.org/blog/new-england-students-and-parents-expect-more-from-high-school
new-englanders-welcome-the-clean-energy-transition,https://www.barrfoundation.org/blog/new-englanders-welcome-the-clean-energy-transition
new-fellowship-opportunity-for-new-england-creative-changemakers,https://www.barrfoundation.org/blog/new-fellowship-opportunity-for-new-england-creative-changemakers
new-films-next-steps-for-barr-global-team,https://www.barrfoundation.org/blog/new-films-next-steps-for-barr-global-team
new-findings-confirm-climate-risks-facing-boston,https://www.barrfoundation.org/blog/new-findings-confirm-climate-risks-facing-boston
new-funding-extends-transformation-efforts-in-five-high-schools,https://www.barrfoundation.org/blog/new-funding-extends-transformation-efforts-in-five-high-schools
new-funding-opportunity-to-transform-the-high-school-experience,https://www.barrfoundation.org/blog/new-funding-opportunity-to-transform-the-high-school-experience
new-grants-support-11-schools-redesign-where-learning-happens,https://www.barrfoundation.org/blog/new-grants-support-11-schools-redesign-where-learning-happens
new-initiative-protects-civil-liberties-and-informed-democracy,https://www.barrfoundation.org/blog/new-initiative-protects-civil-liberties-and-informed-democracy
new-opportunity-boston-nonprofit-leadership-development,https://www.barrfoundation.org/blog/new-opportunity-boston-nonprofit-leadership-development
new-opportunity-to-support-transformative-school-leadership,https://www.barrfoundation.org/blog/new-opportunity-to-support-transformative-school-leadership
new-partnerships-strengthen-school-leadership-in-massachusetts,https://www.barrfoundation.org/blog/new-partnerships-strengthen-school-leadership-in-massachusetts
new-poll-seeks-ideas-about-public-high-schools-in-new-england,https://www.barrfoundation.org/blog/new-poll-seeks-ideas-about-public-high-schools-in-new-england
new-report-details-challenges-facing-boston-s-public-high-schools,https://www.barrfoundation.org/blog/new-report-details-challenges-facing-boston-s-public-high-schools
new-report-positions-boston-for-next-wave-of-energy-solutions,https://www.barrfoundation.org/blog/new-report-positions-boston-for-next-wave-of-energy-solutions
new-report-raises-stakes-for-education-in-massachusetts,https://www.barrfoundation.org/blog/new-report-raises-stakes-for-education-in-massachusetts
new-report-reveals-growth-us-energy-employment,https://www.barrfoundation.org/blog/new-report-reveals-growth-us-energy-employment
new-report-shows-declining-emissions-amidst-growing-economy,https://www.barrfoundation.org/blog/new-report-shows-declining-emissions-amidst-growing-economy
new-reports-offer-primer-for-clean-energy-future,https://www.barrfoundation.org/blog/new-reports-offer-primer-for-clean-energy-future
new-rfp-for-districts-talented-educators-of-color,https://www.barrfoundation.org/blog/new-rfp-for-districts-talented-educators-of-color
new-senior-program-officer-to-join-barr-s-education-team,https://www.barrfoundation.org/blog/new-senior-program-officer-to-join-barr-s-education-team
new-strategies-for-barr-s-education-program,https://www.barrfoundation.org/blog/new-strategies-for-barr-s-education-program
new-study-finds-massachusetts-climate-policy-yields-economic-gains-for-stat,https://www.barrfoundation.org/blog/new-study-finds-massachusetts-climate-policy-yields-economic-gains-for-stat
new-study-identifies-massive-risk-to-coastal-property-from-sea-level-rise,https://www.barrfoundation.org/blog/new-study-identifies-massive-risk-to-coastal-property-from-sea-level-rise
new-support-available-to-massachusetts-schools-planning-for-2020-21,https://www.barrfoundation.org/blog/new-support-available-to-massachusetts-schools-planning-for-2020-21
new-tactics-same-commitment-to-community-and-mission-driven-communications,https://www.barrfoundation.org/blog/new-tactics-same-commitment-to-community-and-mission-driven-communications
new-tool-calculates-value-of-public-benefits-in-waterfront-projects,https://www.barrfoundation.org/blog/new-tool-calculates-value-of-public-benefits-in-waterfront-projects
new-tool-for-climate-nonprofits-to-assess-progress-on-racial-equity,https://www.barrfoundation.org/blog/new-tool-for-climate-nonprofits-to-assess-progress-on-racial-equity
new-webinar-offers-101-on-political-advocacy-for-nonprofits,https://www.barrfoundation.org/blog/new-webinar-offers-101-on-political-advocacy-for-nonprofits
next-barr-fellowship-2019,https://www.barrfoundation.org/blog/next-barr-fellowship-2019
nine-questions-with-new-climate-resilience-program-officer,https://www.barrfoundation.org/blog/nine-questions-with-new-climate-resilience-program-officer
no-time-for-complacency,https://www.barrfoundation.org/blog/no-time-for-complacency
nonprofit-nonprofit-collaboration-in-boston,https://www.barrfoundation.org/blog/nonprofit-nonprofit-collaboration-in-boston
northeast-carbon-markets-delivers-benefits-for-all,https://www.barrfoundation.org/blog/northeast-carbon-markets-delivers-benefits-for-all
northeast-energy-program-lifting-economies-and-lowering-emissions,https://www.barrfoundation.org/blog/northeast-energy-program-lifting-economies-and-lowering-emissions
northeast-states-extend-leadership-on-clean-energy,https://www.barrfoundation.org/blog/northeast-states-extend-leadership-on-clean-energy
not-just-recovery-but-reinvention,https://www.barrfoundation.org/blog/not-just-recovery-but-reinvention
on-indigenous-leadership,https://www.barrfoundation.org/blog/on-indigenous-leadership
on-new-websites-and-transparency,https://www.barrfoundation.org/blog/on-new-websites-and-transparency
our-creative-sector-is-big-booming-and-at-risk,https://www.barrfoundation.org/blog/our-creative-sector-is-big-booming-and-at-risk
our-reasons-for-hope,https://www.barrfoundation.org/blog/our-reasons-for-hope
philanthropy-and-risk,https://www.barrfoundation.org/blog/philanthropy-and-risk
photos-of-boston-waterfront,https://www.barrfoundation.org/blog/photos-of-boston-waterfront
planning-with-purpose-on-boston-waterfront,https://www.barrfoundation.org/blog/planning-with-purpose-on-boston-waterfront
pocie-day-of-wellness,https://www.barrfoundation.org/blog/pocie-day-of-wellness
podcasting-for-all,https://www.barrfoundation.org/blog/podcasting-for-all
pope-rallies-mayors-to-lead-on-climate-change,https://www.barrfoundation.org/blog/pope-rallies-mayors-to-lead-on-climate-change
profiles-in-risk-taking-stories-from-three-arts-and-culture-leaders,https://www.barrfoundation.org/blog/profiles-in-risk-taking-stories-from-three-arts-and-culture-leaders
progress-report-centering-racial-equity-in-climate-grantmaking,https://www.barrfoundation.org/blog/progress-report-centering-racial-equity-in-climate-grantmaking
proving-it-pays-to-walk,https://www.barrfoundation.org/blog/proving-it-pays-to-walk
public-art-in-boston-neighborhoods,https://www.barrfoundation.org/blog/public-art-in-boston-neighborhoods
putting-art-at-the-center-of-community-transformation,https://www.barrfoundation.org/blog/putting-art-at-the-center-of-community-transformation
quality-counts-for-strong-starts,https://www.barrfoundation.org/blog/quality-counts-for-strong-starts
race-to-lead-2019,https://www.barrfoundation.org/blog/race-to-lead-2019
racial-equity-and-barr-s-arts-creativity-program,https://www.barrfoundation.org/blog/racial-equity-and-barr-s-arts-creativity-program
racial-equity-and-barr-s-climate-program,https://www.barrfoundation.org/blog/racial-equity-and-barr-s-climate-program
racial-wealth-equity-initiative-next,https://www.barrfoundation.org/blog/racial-wealth-equity-initiative-next
radio-silence-not-required,https://www.barrfoundation.org/blog/radio-silence-not-required
readying-for-rising-seas,https://www.barrfoundation.org/blog/readying-for-rising-seas
reclaiming-streets-as-public-spaces,https://www.barrfoundation.org/blog/reclaiming-streets-as-public-spaces
reflections-on-joining-the-organization-while-remote,https://www.barrfoundation.org/blog/reflections-on-joining-the-organization-while-remote
regardless-of-what-happens-structural-racism-persists,https://www.barrfoundation.org/blog/regardless-of-what-happens-structural-racism-persists
registration-open-for-online-info-session-on-new-education-rfp,https://www.barrfoundation.org/blog/registration-open-for-online-info-session-on-new-education-rfp
reimagining-more-just-public-spaces,https://www.barrfoundation.org/blog/reimagining-more-just-public-spaces
reimagining-philanthropy-commitment-to-racial-equity,https://www.barrfoundation.org/blog/reimagining-philanthropy-commitment-to-racial-equity
reimagining-the-future-of-boston-s-waterfront,https://www.barrfoundation.org/blog/reimagining-the-future-of-boston-s-waterfront
reliable-energy-for-a-changing-climate-safe-secure-and-clean,https://www.barrfoundation.org/blog/reliable-energy-for-a-changing-climate-safe-secure-and-clean
resources-for-job-seekers-in-the-social-sector,https://www.barrfoundation.org/blog/resources-for-job-seekers-in-the-social-sector
rewriting-the-playbook-on-how-we-get-around,https://www.barrfoundation.org/blog/rewriting-the-playbook-on-how-we-get-around
riding-the-bus-is-about-to-get-better-for-30000-commuters,https://www.barrfoundation.org/blog/riding-the-bus-is-about-to-get-better-for-30000-commuters
scale-clean-scale-smart-clean-energy-barr-strategy,https://www.barrfoundation.org/blog/scale-clean-scale-smart-clean-energy-barr-strategy
scaling-up-building-energy-retrofitting-in-us-cities,https://www.barrfoundation.org/blog/scaling-up-building-energy-retrofitting-in-us-cities
seven-questions-with-barr-senior-program-officer-for-arts-creativity,https://www.barrfoundation.org/blog/seven-questions-with-barr-senior-program-officer-for-arts-creativity
seven-questions-with-shanna-cleveland,https://www.barrfoundation.org/blog/seven-questions-with-shanna-cleveland
shanna-cleveland-to-join-barr-climate-team,https://www.barrfoundation.org/blog/shanna-cleveland-to-join-barr-climate-team
six-mobility-lessons-from-europes-most-sustainable-city,https://www.barrfoundation.org/blog/six-mobility-lessons-from-europes-most-sustainable-city
six-new-england-artists-earn-national-recognition,https://www.barrfoundation.org/blog/six-new-england-artists-earn-national-recognition
six-questions-with-barr-s-mobility-program-officer,https://www.barrfoundation.org/blog/six-questions-with-barr-s-mobility-program-officer
six-questions-with-barr-s-new-education-senior-program-officer,https://www.barrfoundation.org/blog/six-questions-with-barr-s-new-education-senior-program-officer
six-questions-with-barr-s-new-vice-president-for-administration,https://www.barrfoundation.org/blog/six-questions-with-barr-s-new-vice-president-for-administration
six-questions-with-barrs-new-vp-of-people-and-talent,https://www.barrfoundation.org/blog/six-questions-with-barrs-new-vp-of-people-and-talent
six-things-massachusetts-voters-are-saying-about-clean-energy,https://www.barrfoundation.org/blog/six-things-massachusetts-voters-are-saying-about-clean-energy
smarter-travel-smarter-places-barr-mobility-strategy,https://www.barrfoundation.org/blog/smarter-travel-smarter-places-barr-mobility-strategy
some-things-inspiring-in-the-state-of-denmark,https://www.barrfoundation.org/blog/some-things-inspiring-in-the-state-of-denmark
sound-lessons-from-seattle,https://www.barrfoundation.org/blog/sound-lessons-from-seattle
speak-out-against-anti-asian-racism,https://www.barrfoundation.org/blog/speak-out-against-anti-asian-racism
staffing-update-fall-14,https://www.barrfoundation.org/blog/staffing-update-fall-14
staffing-update-fall-2023,https://www.barrfoundation.org/blog/staffing-update-fall-2023
staffing-updates-at-the-barr-foundation,https://www.barrfoundation.org/blog/staffing-updates-at-the-barr-foundation
statement-on-president-trump-s-2019-federal-budget-request,https://www.barrfoundation.org/blog/statement-on-president-trump-s-2019-federal-budget-request
states-competing-to-lead-in-offshore-wind,https://www.barrfoundation.org/blog/states-competing-to-lead-in-offshore-wind
stewarding-a-boston-treasure,https://www.barrfoundation.org/blog/stewarding-a-boston-treasure
stewards-catalysts-barr-foundation-next-chapter-jim-canales,https://www.barrfoundation.org/blog/stewards-catalysts-barr-foundation-next-chapter-jim-canales
strategic-communications-at-barr,https://www.barrfoundation.org/blog/strategic-communications-at-barr
strategies-for-children-recognized-for-statewide-advocacy-work,https://www.barrfoundation.org/blog/strategies-for-children-recognized-for-statewide-advocacy-work
strategy-refresh-for-barr-foundation-mobility-work,https://www.barrfoundation.org/blog/strategy-refresh-for-barr-foundation-mobility-work
strengthen-school-leadership-massachusetts-report,https://www.barrfoundation.org/blog/strengthen-school-leadership-massachusetts-report
striving-for-transformation-in-our-energy-sector,https://www.barrfoundation.org/blog/striving-for-transformation-in-our-energy-sector
student-data-for-student-centered-schools,https://www.barrfoundation.org/blog/student-data-for-student-centered-schools
student-feedback-during-covid-inspires-schools-to-do-high-school-differently,https://www.barrfoundation.org/blog/student-feedback-during-covid-inspires-schools-to-do-high-school-differently
students-excel-when-expectations-for-them-are-high,https://www.barrfoundation.org/blog/students-excel-when-expectations-for-them-are-high
study-probes-consequences-of-poor-transportation-options-on-low-income-lati,https://www.barrfoundation.org/blog/study-probes-consequences-of-poor-transportation-options-on-low-income-lati
sueellen-kroll-named-barr-foundation-program-officer-for-arts-creativity,https://www.barrfoundation.org/blog/sueellen-kroll-named-barr-foundation-program-officer-for-arts-creativity
supporting-bipoc-artists-growing-vibrant-communities,https://www.barrfoundation.org/blog/supporting-bipoc-artists-growing-vibrant-communities
supporting-new-england-communities-under-threat-and-ensuring-a-fair-and-accurate-census-count,https://www.barrfoundation.org/blog/supporting-new-england-communities-under-threat-and-ensuring-a-fair-and-accurate-census-count
taking-creativity-to-the-streets-in-nashville,https://www.barrfoundation.org/blog/taking-creativity-to-the-streets-in-nashville
taking-the-long-view,https://www.barrfoundation.org/blog/taking-the-long-view
